,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
6586,2016,16,sepang,gutierrez,1991-08-05,Mexican,haas,13,,Wheel nut,0.0,19
6587,2016,16,sepang,kevin_magnussen,1992-10-05,Danish,renault,14,,Power loss,0.0,20
6588,2016,16,sepang,grosjean,1986-04-17,French,haas,12,,Brakes,0.0,21
6589,2016,16,sepang,vettel,1987-07-03,German,ferrari,5,,Collision,0.0,22
6590,2016,17,suzuka,rosberg,1985-06-27,German,mercedes,1,5203333.0,Finished,25.0,1
6591,2016,17,suzuka,max_verstappen,1997-09-30,Dutch,red_bull,3,5208311.0,Finished,18.0,2
6592,2016,17,suzuka,hamilton,1985-01-07,British,mercedes,2,5209109.0,Finished,15.0,3
6593,2016,17,suzuka,vettel,1987-07-03,German,ferrari,6,5223602.0,Finished,12.0,4
6594,2016,17,suzuka,raikkonen,1979-10-17,Finnish,ferrari,8,5231703.0,Finished,10.0,5
6595,2016,17,suzuka,ricciardo,1989-07-01,Australian,red_bull,4,5237274.0,Finished,8.0,6
6596,2016,17,suzuka,perez,1990-01-26,Mexican,force_india,5,5260828.0,Finished,6.0,7
6597,2016,17,suzuka,hulkenberg,1987-08-19,German,force_india,9,5262510.0,Finished,4.0,8
6598,2016,17,suzuka,massa,1981-04-25,Brazilian,williams,12,5301096.0,Finished,2.0,9
6599,2016,17,suzuka,bottas,1989-08-28,Finnish,williams,11,5301656.0,Finished,1.0,10
6600,2016,17,suzuka,grosjean,1986-04-17,French,haas,7,5302587.0,Finished,0.0,11
6601,2016,17,suzuka,jolyon_palmer,1991-01-20,British,renault,16,,+1 Lap,0.0,12
6602,2016,17,suzuka,kvyat,1994-04-26,Russian,toro_rosso,13,,+1 Lap,0.0,13
6603,2016,17,suzuka,kevin_magnussen,1992-10-05,Danish,renault,17,,+1 Lap,0.0,14
6604,2016,17,suzuka,ericsson,1990-09-02,Swedish,sauber,18,,+1 Lap,0.0,15
6605,2016,17,suzuka,alonso,1981-07-29,Spanish,mclaren,15,,+1 Lap,0.0,16
6606,2016,17,suzuka,sainz,1994-09-01,Spanish,toro_rosso,14,,+1 Lap,0.0,17
6607,2016,17,suzuka,button,1980-01-19,British,mclaren,22,,+1 Lap,0.0,18
6608,2016,17,suzuka,nasr,1992-08-21,Brazilian,sauber,19,,+1 Lap,0.0,19
6609,2016,17,suzuka,gutierrez,1991-08-05,Mexican,haas,10,,+1 Lap,0.0,20
6610,2016,17,suzuka,ocon,1996-09-17,French,manor,20,,+1 Lap,0.0,21
6611,2016,17,suzuka,wehrlein,1994-10-18,German,manor,21,,+1 Lap,0.0,22
6612,2016,18,americas,hamilton,1985-01-07,British,mercedes,1,5892618.0,Finished,25.0,1
6613,2016,18,americas,rosberg,1985-06-27,German,mercedes,2,5897138.0,Finished,18.0,2
6614,2016,18,americas,ricciardo,1989-07-01,Australian,red_bull,3,5912310.0,Finished,15.0,3
6615,2016,18,americas,vettel,1987-07-03,German,ferrari,6,5935752.0,Finished,12.0,4
6616,2016,18,americas,alonso,1981-07-29,Spanish,mclaren,12,5986571.0,Finished,10.0,5
6617,2016,18,americas,sainz,1994-09-01,Spanish,toro_rosso,10,5988742.0,Finished,8.0,6
6618,2016,18,americas,massa,1981-04-25,Brazilian,williams,9,,+1 Lap,6.0,7
6619,2016,18,americas,perez,1990-01-26,Mexican,force_india,11,,+1 Lap,4.0,8
6620,2016,18,americas,button,1980-01-19,British,mclaren,19,,+1 Lap,2.0,9
6621,2016,18,americas,grosjean,1986-04-17,French,haas,17,,+1 Lap,1.0,10
6622,2016,18,americas,kvyat,1994-04-26,Russian,toro_rosso,13,,+1 Lap,0.0,11
6623,2016,18,americas,kevin_magnussen,1992-10-05,Danish,renault,18,,+1 Lap,0.0,12
6624,2016,18,americas,jolyon_palmer,1991-01-20,British,renault,15,,+1 Lap,0.0,13
6625,2016,18,americas,ericsson,1990-09-02,Swedish,sauber,16,,+1 Lap,0.0,14
6626,2016,18,americas,nasr,1992-08-21,Brazilian,sauber,21,,+1 Lap,0.0,15
6627,2016,18,americas,bottas,1989-08-28,Finnish,williams,8,,+1 Lap,0.0,16
6628,2016,18,americas,wehrlein,1994-10-18,German,manor,20,,+1 Lap,0.0,17
6629,2016,18,americas,ocon,1996-09-17,French,manor,22,,+2 Laps,0.0,18
6630,2016,18,americas,raikkonen,1979-10-17,Finnish,ferrari,5,,Wheel,0.0,19
6631,2016,18,americas,max_verstappen,1997-09-30,Dutch,red_bull,4,,Gearbox,0.0,20
6632,2016,18,americas,gutierrez,1991-08-05,Mexican,haas,14,,Brakes,0.0,21
6633,2016,18,americas,hulkenberg,1987-08-19,German,force_india,7,,Collision,0.0,22
6634,2016,19,rodriguez,hamilton,1985-01-07,British,mercedes,1,6031402.0,Finished,25.0,1
6635,2016,19,rodriguez,rosberg,1985-06-27,German,mercedes,2,6039756.0,Finished,18.0,2
6636,2016,19,rodriguez,ricciardo,1989-07-01,Australian,red_bull,4,6052260.0,Finished,15.0,3
6637,2016,19,rodriguez,max_verstappen,1997-09-30,Dutch,red_bull,3,6052725.0,Finished,12.0,4
6638,2016,19,rodriguez,vettel,1987-07-03,German,ferrari,7,6058715.0,Finished,10.0,5
6639,2016,19,rodriguez,raikkonen,1979-10-17,Finnish,ferrari,6,6080778.0,Finished,8.0,6
6640,2016,19,rodriguez,hulkenberg,1987-08-19,German,force_india,5,6090293.0,Finished,6.0,7
6641,2016,19,rodriguez,bottas,1989-08-28,Finnish,williams,8,6097014.0,Finished,4.0,8
6642,2016,19,rodriguez,massa,1981-04-25,Brazilian,williams,9,6107608.0,Finished,2.0,9
6643,2016,19,rodriguez,perez,1990-01-26,Mexican,force_india,12,6108200.0,Finished,1.0,10
6644,2016,19,rodriguez,ericsson,1990-09-02,Swedish,sauber,15,,+1 Lap,0.0,11
6645,2016,19,rodriguez,button,1980-01-19,British,mclaren,13,,+1 Lap,0.0,12
6646,2016,19,rodriguez,alonso,1981-07-29,Spanish,mclaren,11,,+1 Lap,0.0,13
6647,2016,19,rodriguez,jolyon_palmer,1991-01-20,British,renault,21,,+1 Lap,0.0,14
6648,2016,19,rodriguez,nasr,1992-08-21,Brazilian,sauber,19,,+1 Lap,0.0,15
6649,2016,19,rodriguez,sainz,1994-09-01,Spanish,toro_rosso,10,,+1 Lap,0.0,16
6650,2016,19,rodriguez,kevin_magnussen,1992-10-05,Danish,renault,14,,+1 Lap,0.0,17
6651,2016,19,rodriguez,kvyat,1994-04-26,Russian,toro_rosso,18,,+1 Lap,0.0,18
6652,2016,19,rodriguez,gutierrez,1991-08-05,Mexican,haas,17,,+1 Lap,0.0,19
6653,2016,19,rodriguez,grosjean,1986-04-17,French,haas,22,,+1 Lap,0.0,20
6654,2016,19,rodriguez,ocon,1996-09-17,French,manor,20,,+2 Laps,0.0,21
6655,2016,19,rodriguez,wehrlein,1994-10-18,German,manor,16,,Collision,0.0,22
6656,2016,20,interlagos,hamilton,1985-01-07,British,mercedes,1,10861335.0,Finished,25.0,1
6657,2016,20,interlagos,rosberg,1985-06-27,German,mercedes,2,10872790.0,Finished,18.0,2
6658,2016,20,interlagos,max_verstappen,1997-09-30,Dutch,red_bull,4,10882816.0,Finished,15.0,3
6659,2016,20,interlagos,perez,1990-01-26,Mexican,force_india,9,10886681.0,Finished,12.0,4
6660,2016,20,interlagos,vettel,1987-07-03,German,ferrari,5,10887669.0,Finished,10.0,5
6661,2016,20,interlagos,sainz,1994-09-01,Spanish,toro_rosso,15,10890495.0,Finished,8.0,6
6662,2016,20,interlagos,hulkenberg,1987-08-19,German,force_india,8,10891162.0,Finished,6.0,7
6663,2016,20,interlagos,ricciardo,1989-07-01,Australian,red_bull,6,10891821.0,Finished,4.0,8
6664,2016,20,interlagos,nasr,1992-08-21,Brazilian,sauber,21,10903955.0,Finished,2.0,9
6665,2016,20,interlagos,alonso,1981-07-29,Spanish,mclaren,10,10905767.0,Finished,1.0,10
6666,2016,20,interlagos,bottas,1989-08-28,Finnish,williams,11,10906627.0,Finished,0.0,11
6667,2016,20,interlagos,ocon,1996-09-17,French,manor,22,10907144.0,Finished,0.0,12
6668,2016,20,interlagos,kvyat,1994-04-26,Russian,toro_rosso,14,10912527.0,Finished,0.0,13
6669,2016,20,interlagos,kevin_magnussen,1992-10-05,Danish,renault,18,10912890.0,Finished,0.0,14
6670,2016,20,interlagos,wehrlein,1994-10-18,German,manor,19,10921833.0,Finished,0.0,15
6671,2016,20,interlagos,button,1980-01-19,British,mclaren,17,10943329.0,Finished,0.0,16
6672,2016,20,interlagos,gutierrez,1991-08-05,Mexican,haas,12,,Retired,0.0,17
6673,2016,20,interlagos,massa,1981-04-25,Brazilian,williams,13,,Collision,0.0,18
6674,2016,20,interlagos,jolyon_palmer,1991-01-20,British,renault,16,,Collision damage,0.0,19
6675,2016,20,interlagos,raikkonen,1979-10-17,Finnish,ferrari,3,,Collision,0.0,20
6676,2016,20,interlagos,ericsson,1990-09-02,Swedish,sauber,20,,Collision,0.0,21
6677,2016,20,interlagos,grosjean,1986-04-17,French,haas,7,,Withdrew,0.0,22
6678,2016,21,yas_marina,hamilton,1985-01-07,British,mercedes,1,5884013.0,Finished,25.0,1
6679,2016,21,yas_marina,rosberg,1985-06-27,German,mercedes,2,5884452.0,Finished,18.0,2
6680,2016,21,yas_marina,vettel,1987-07-03,German,ferrari,5,5884856.0,Finished,15.0,3
6681,2016,21,yas_marina,max_verstappen,1997-09-30,Dutch,red_bull,6,5885698.0,Finished,12.0,4
6682,2016,21,yas_marina,ricciardo,1989-07-01,Australian,red_bull,3,5889328.0,Finished,10.0,5
6683,2016,21,yas_marina,raikkonen,1979-10-17,Finnish,ferrari,4,5902829.0,Finished,8.0,6
6684,2016,21,yas_marina,hulkenberg,1987-08-19,German,force_india,7,5934127.0,Finished,6.0,7
6685,2016,21,yas_marina,perez,1990-01-26,Mexican,force_india,8,5942789.0,Finished,4.0,8
6686,2016,21,yas_marina,massa,1981-04-25,Brazilian,williams,10,5943449.0,Finished,2.0,9
6687,2016,21,yas_marina,alonso,1981-07-29,Spanish,mclaren,9,5943909.0,Finished,1.0,10
6688,2016,21,yas_marina,grosjean,1986-04-17,French,haas,14,5960790.0,Finished,0.0,11
6689,2016,21,yas_marina,gutierrez,1991-08-05,Mexican,haas,13,5979126.0,Finished,0.0,12
6690,2016,21,yas_marina,ocon,1996-09-17,French,manor,20,,+1 Lap,0.0,13
6691,2016,21,yas_marina,wehrlein,1994-10-18,German,manor,16,,+1 Lap,0.0,14
6692,2016,21,yas_marina,ericsson,1990-09-02,Swedish,sauber,22,,+1 Lap,0.0,15
6693,2016,21,yas_marina,nasr,1992-08-21,Brazilian,sauber,19,,+1 Lap,0.0,16
6694,2016,21,yas_marina,jolyon_palmer,1991-01-20,British,renault,15,,+1 Lap,0.0,17
6695,2016,21,yas_marina,sainz,1994-09-01,Spanish,toro_rosso,21,,Collision damage,0.0,18
6696,2016,21,yas_marina,kvyat,1994-04-26,Russian,toro_rosso,17,,Gearbox,0.0,19
6697,2016,21,yas_marina,button,1980-01-19,British,mclaren,12,,Suspension,0.0,20
6698,2016,21,yas_marina,bottas,1989-08-28,Finnish,williams,11,,Suspension,0.0,21
6699,2016,21,yas_marina,kevin_magnussen,1992-10-05,Danish,renault,18,,Suspension,0.0,22
6700,2017,1,albert_park,vettel,1987-07-03,German,ferrari,2,5051672.0,Finished,25.0,1
6701,2017,1,albert_park,hamilton,1985-01-07,British,mercedes,1,5061647.0,Finished,18.0,2
6702,2017,1,albert_park,bottas,1989-08-28,Finnish,mercedes,3,5062922.0,Finished,15.0,3
6703,2017,1,albert_park,raikkonen,1979-10-17,Finnish,ferrari,4,5074065.0,Finished,12.0,4
6704,2017,1,albert_park,max_verstappen,1997-09-30,Dutch,red_bull,5,5080499.0,Finished,10.0,5
6705,2017,1,albert_park,massa,1981-04-25,Brazilian,williams,7,5135058.0,Finished,8.0,6
6706,2017,1,albert_park,perez,1990-01-26,Mexican,force_india,10,,+1 Lap,6.0,7
6707,2017,1,albert_park,sainz,1994-09-01,Spanish,toro_rosso,8,,+1 Lap,4.0,8
6708,2017,1,albert_park,kvyat,1994-04-26,Russian,toro_rosso,9,,+1 Lap,2.0,9
6709,2017,1,albert_park,ocon,1996-09-17,French,force_india,13,,+1 Lap,1.0,10
6710,2017,1,albert_park,hulkenberg,1987-08-19,German,renault,11,,+1 Lap,0.0,11
6711,2017,1,albert_park,giovinazzi,1993-12-14,Italian,sauber,16,,+2 Laps,0.0,12
6712,2017,1,albert_park,vandoorne,1992-03-26,Belgian,mclaren,18,,+2 Laps,0.0,13
6713,2017,1,albert_park,alonso,1981-07-29,Spanish,mclaren,12,,Vibrations,0.0,14
6714,2017,1,albert_park,kevin_magnussen,1992-10-05,Danish,haas,17,,Suspension,0.0,15
6715,2017,1,albert_park,stroll,1998-10-29,Canadian,williams,20,,Brakes,0.0,16
6716,2017,1,albert_park,ricciardo,1989-07-01,Australian,red_bull,0,,Power Unit,0.0,17
6717,2017,1,albert_park,ericsson,1990-09-02,Swedish,sauber,14,,Hydraulics,0.0,18
6718,2017,1,albert_park,jolyon_palmer,1991-01-20,British,renault,19,,Brakes,0.0,19
6719,2017,1,albert_park,grosjean,1986-04-17,French,haas,6,,Water leak,0.0,20
6720,2017,2,shanghai,hamilton,1985-01-07,British,mercedes,1,5856158.0,Finished,25.0,1
6721,2017,2,shanghai,vettel,1987-07-03,German,ferrari,2,5862408.0,Finished,18.0,2
6722,2017,2,shanghai,max_verstappen,1997-09-30,Dutch,red_bull,16,5901350.0,Finished,15.0,3
6723,2017,2,shanghai,ricciardo,1989-07-01,Australian,red_bull,5,5902193.0,Finished,12.0,4
6724,2017,2,shanghai,raikkonen,1979-10-17,Finnish,ferrari,4,5904234.0,Finished,10.0,5
6725,2017,2,shanghai,bottas,1989-08-28,Finnish,mercedes,3,5904966.0,Finished,8.0,6
6726,2017,2,shanghai,sainz,1994-09-01,Spanish,toro_rosso,11,5929051.0,Finished,6.0,7
6727,2017,2,shanghai,kevin_magnussen,1992-10-05,Danish,haas,12,,+1 Lap,4.0,8
6728,2017,2,shanghai,perez,1990-01-26,Mexican,force_india,8,,+1 Lap,2.0,9
6729,2017,2,shanghai,ocon,1996-09-17,French,force_india,17,,+1 Lap,1.0,10
6730,2017,2,shanghai,grosjean,1986-04-17,French,haas,19,,+1 Lap,0.0,11
6731,2017,2,shanghai,hulkenberg,1987-08-19,German,renault,7,,+1 Lap,0.0,12
6732,2017,2,shanghai,jolyon_palmer,1991-01-20,British,renault,20,,+1 Lap,0.0,13
6733,2017,2,shanghai,massa,1981-04-25,Brazilian,williams,6,,+1 Lap,0.0,14
6734,2017,2,shanghai,ericsson,1990-09-02,Swedish,sauber,14,,+1 Lap,0.0,15
6735,2017,2,shanghai,alonso,1981-07-29,Spanish,mclaren,13,,Driveshaft,0.0,16
6736,2017,2,shanghai,kvyat,1994-04-26,Russian,toro_rosso,9,,Hydraulics,0.0,17
6737,2017,2,shanghai,vandoorne,1992-03-26,Belgian,mclaren,15,,Fuel pressure,0.0,18
6738,2017,2,shanghai,giovinazzi,1993-12-14,Italian,sauber,18,,Accident,0.0,19
6739,2017,2,shanghai,stroll,1998-10-29,Canadian,williams,10,,Collision,0.0,20
6740,2017,3,bahrain,vettel,1987-07-03,German,ferrari,3,5633374.0,Finished,25.0,1
6741,2017,3,bahrain,hamilton,1985-01-07,British,mercedes,2,5640034.0,Finished,18.0,2
6742,2017,3,bahrain,bottas,1989-08-28,Finnish,mercedes,1,5653771.0,Finished,15.0,3
6743,2017,3,bahrain,raikkonen,1979-10-17,Finnish,ferrari,5,5655849.0,Finished,12.0,4
6744,2017,3,bahrain,ricciardo,1989-07-01,Australian,red_bull,4,5672720.0,Finished,10.0,5
6745,2017,3,bahrain,massa,1981-04-25,Brazilian,williams,8,5687700.0,Finished,8.0,6
6746,2017,3,bahrain,perez,1990-01-26,Mexican,force_india,18,5695980.0,Finished,6.0,7
6747,2017,3,bahrain,grosjean,1986-04-17,French,haas,9,5708239.0,Finished,4.0,8
6748,2017,3,bahrain,hulkenberg,1987-08-19,German,renault,7,5713562.0,Finished,2.0,9
6749,2017,3,bahrain,ocon,1996-09-17,French,force_india,14,5729085.0,Finished,1.0,10
6750,2017,3,bahrain,wehrlein,1994-10-18,German,sauber,13,,+1 Lap,0.0,11
6751,2017,3,bahrain,kvyat,1994-04-26,Russian,toro_rosso,11,,+1 Lap,0.0,12
6752,2017,3,bahrain,jolyon_palmer,1991-01-20,British,renault,10,,+1 Lap,0.0,13
6753,2017,3,bahrain,alonso,1981-07-29,Spanish,mclaren,15,,Power Unit,0.0,14
6754,2017,3,bahrain,ericsson,1990-09-02,Swedish,sauber,19,,Gearbox,0.0,15
6755,2017,3,bahrain,sainz,1994-09-01,Spanish,toro_rosso,16,,Collision,0.0,16
6756,2017,3,bahrain,stroll,1998-10-29,Canadian,williams,12,,Collision,0.0,17
6757,2017,3,bahrain,max_verstappen,1997-09-30,Dutch,red_bull,6,,Brakes,0.0,18
6758,2017,3,bahrain,kevin_magnussen,1992-10-05,Danish,haas,20,,Electrical,0.0,19
6759,2017,3,bahrain,vandoorne,1992-03-26,Belgian,mclaren,17,,Power Unit,0.0,20
6760,2017,4,sochi,bottas,1989-08-28,Finnish,mercedes,3,5288743.0,Finished,25.0,1
6761,2017,4,sochi,vettel,1987-07-03,German,ferrari,1,5289360.0,Finished,18.0,2
6762,2017,4,sochi,raikkonen,1979-10-17,Finnish,ferrari,2,5299743.0,Finished,15.0,3
6763,2017,4,sochi,hamilton,1985-01-07,British,mercedes,4,5325063.0,Finished,12.0,4
6764,2017,4,sochi,max_verstappen,1997-09-30,Dutch,red_bull,7,5349159.0,Finished,10.0,5
6765,2017,4,sochi,perez,1990-01-26,Mexican,force_india,9,5375531.0,Finished,8.0,6
6766,2017,4,sochi,ocon,1996-09-17,French,force_india,10,5383747.0,Finished,6.0,7
6767,2017,4,sochi,hulkenberg,1987-08-19,German,renault,8,5384931.0,Finished,4.0,8
6768,2017,4,sochi,massa,1981-04-25,Brazilian,williams,6,,+1 Lap,2.0,9
6769,2017,4,sochi,sainz,1994-09-01,Spanish,toro_rosso,14,,+1 Lap,1.0,10
6770,2017,4,sochi,stroll,1998-10-29,Canadian,williams,11,,+1 Lap,0.0,11
6771,2017,4,sochi,kvyat,1994-04-26,Russian,toro_rosso,12,,+1 Lap,0.0,12
6772,2017,4,sochi,kevin_magnussen,1992-10-05,Danish,haas,13,,+1 Lap,0.0,13
6773,2017,4,sochi,vandoorne,1992-03-26,Belgian,mclaren,20,,+1 Lap,0.0,14
6774,2017,4,sochi,ericsson,1990-09-02,Swedish,sauber,18,,+1 Lap,0.0,15
6775,2017,4,sochi,wehrlein,1994-10-18,German,sauber,17,,+2 Laps,0.0,16
6776,2017,4,sochi,ricciardo,1989-07-01,Australian,red_bull,5,,Brakes,0.0,17
6777,2017,4,sochi,jolyon_palmer,1991-01-20,British,renault,16,,Collision,0.0,18
6778,2017,4,sochi,grosjean,1986-04-17,French,haas,19,,Collision,0.0,19
6779,2017,4,sochi,alonso,1981-07-29,Spanish,mclaren,15,,Power Unit,0.0,20
6780,2017,5,catalunya,hamilton,1985-01-07,British,mercedes,1,5756497.0,Finished,25.0,1
6781,2017,5,catalunya,vettel,1987-07-03,German,ferrari,2,5759987.0,Finished,18.0,2
6782,2017,5,catalunya,ricciardo,1989-07-01,Australian,red_bull,6,5832317.0,Finished,15.0,3
6783,2017,5,catalunya,perez,1990-01-26,Mexican,force_india,8,,+1 Lap,12.0,4
6784,2017,5,catalunya,ocon,1996-09-17,French,force_india,10,,+1 Lap,10.0,5
6785,2017,5,catalunya,hulkenberg,1987-08-19,German,renault,13,,+1 Lap,8.0,6
6786,2017,5,catalunya,sainz,1994-09-01,Spanish,toro_rosso,12,,+1 Lap,6.0,7
6787,2017,5,catalunya,wehrlein,1994-10-18,German,sauber,15,,+1 Lap,4.0,8
6788,2017,5,catalunya,kvyat,1994-04-26,Russian,toro_rosso,19,,+1 Lap,2.0,9
6789,2017,5,catalunya,grosjean,1986-04-17,French,haas,14,,+1 Lap,1.0,10
6790,2017,5,catalunya,ericsson,1990-09-02,Swedish,sauber,16,,+2 Laps,0.0,11
6791,2017,5,catalunya,alonso,1981-07-29,Spanish,mclaren,7,,+2 Laps,0.0,12
6792,2017,5,catalunya,massa,1981-04-25,Brazilian,williams,9,,+2 Laps,0.0,13
6793,2017,5,catalunya,kevin_magnussen,1992-10-05,Danish,haas,11,,+2 Laps,0.0,14
6794,2017,5,catalunya,jolyon_palmer,1991-01-20,British,renault,17,,+2 Laps,0.0,15
6795,2017,5,catalunya,stroll,1998-10-29,Canadian,williams,18,,+2 Laps,0.0,16
6796,2017,5,catalunya,bottas,1989-08-28,Finnish,mercedes,3,,Power Unit,0.0,17
6797,2017,5,catalunya,vandoorne,1992-03-26,Belgian,mclaren,20,,Collision,0.0,18
6798,2017,5,catalunya,max_verstappen,1997-09-30,Dutch,red_bull,5,,Collision damage,0.0,19
6799,2017,5,catalunya,raikkonen,1979-10-17,Finnish,ferrari,4,,Collision damage,0.0,20
6800,2017,6,monaco,vettel,1987-07-03,German,ferrari,2,6284340.0,Finished,25.0,1
6801,2017,6,monaco,raikkonen,1979-10-17,Finnish,ferrari,1,6287485.0,Finished,18.0,2
6802,2017,6,monaco,ricciardo,1989-07-01,Australian,red_bull,5,6288085.0,Finished,15.0,3
6803,2017,6,monaco,bottas,1989-08-28,Finnish,mercedes,3,6289857.0,Finished,12.0,4
6804,2017,6,monaco,max_verstappen,1997-09-30,Dutch,red_bull,4,6290539.0,Finished,10.0,5
6805,2017,6,monaco,sainz,1994-09-01,Spanish,toro_rosso,6,6296378.0,Finished,8.0,6
6806,2017,6,monaco,hamilton,1985-01-07,British,mercedes,13,6300141.0,Finished,6.0,7
6807,2017,6,monaco,grosjean,1986-04-17,French,haas,8,6302490.0,Finished,4.0,8
6808,2017,6,monaco,massa,1981-04-25,Brazilian,williams,14,6303785.0,Finished,2.0,9
6809,2017,6,monaco,kevin_magnussen,1992-10-05,Danish,haas,11,6305783.0,Finished,1.0,10
6810,2017,6,monaco,jolyon_palmer,1991-01-20,British,renault,16,6307077.0,Finished,0.0,11
6811,2017,6,monaco,ocon,1996-09-17,French,force_india,15,6308065.0,Finished,0.0,12
6812,2017,6,monaco,perez,1990-01-26,Mexican,force_india,7,6323429.0,Finished,0.0,13
6813,2017,6,monaco,kvyat,1994-04-26,Russian,toro_rosso,9,,Collision damage,0.0,14
6814,2017,6,monaco,stroll,1998-10-29,Canadian,williams,17,,Brakes,0.0,15
6815,2017,6,monaco,vandoorne,1992-03-26,Belgian,mclaren,12,,Accident,0.0,16
6816,2017,6,monaco,ericsson,1990-09-02,Swedish,sauber,19,,Accident,0.0,17
6817,2017,6,monaco,button,1980-01-19,British,mclaren,20,,Collision damage,0.0,18
6818,2017,6,monaco,wehrlein,1994-10-18,German,sauber,18,,Collision,0.0,19
6819,2017,6,monaco,hulkenberg,1987-08-19,German,renault,10,,Gearbox,0.0,20
6820,2017,7,villeneuve,hamilton,1985-01-07,British,mercedes,1,5585154.0,Finished,25.0,1
6821,2017,7,villeneuve,bottas,1989-08-28,Finnish,mercedes,3,5604937.0,Finished,18.0,2
6822,2017,7,villeneuve,ricciardo,1989-07-01,Australian,red_bull,6,5620451.0,Finished,15.0,3
6823,2017,7,villeneuve,vettel,1987-07-03,German,ferrari,2,5621061.0,Finished,12.0,4
6824,2017,7,villeneuve,perez,1990-01-26,Mexican,force_india,8,5625630.0,Finished,10.0,5
6825,2017,7,villeneuve,ocon,1996-09-17,French,force_india,9,5625870.0,Finished,8.0,6
6826,2017,7,villeneuve,raikkonen,1979-10-17,Finnish,ferrari,4,5643786.0,Finished,6.0,7
6827,2017,7,villeneuve,hulkenberg,1987-08-19,German,renault,10,5645528.0,Finished,4.0,8
6828,2017,7,villeneuve,stroll,1998-10-29,Canadian,williams,17,,+1 Lap,2.0,9
6829,2017,7,villeneuve,grosjean,1986-04-17,French,haas,14,,+1 Lap,1.0,10
6830,2017,7,villeneuve,jolyon_palmer,1991-01-20,British,renault,15,,+1 Lap,0.0,11
6831,2017,7,villeneuve,kevin_magnussen,1992-10-05,Danish,haas,18,,+1 Lap,0.0,12
6832,2017,7,villeneuve,ericsson,1990-09-02,Swedish,sauber,19,,+1 Lap,0.0,13
6833,2017,7,villeneuve,vandoorne,1992-03-26,Belgian,mclaren,16,,+1 Lap,0.0,14
6834,2017,7,villeneuve,wehrlein,1994-10-18,German,sauber,20,,+2 Laps,0.0,15
6835,2017,7,villeneuve,alonso,1981-07-29,Spanish,mclaren,12,,Power Unit,0.0,16
6836,2017,7,villeneuve,kvyat,1994-04-26,Russian,toro_rosso,11,,Power Unit,0.0,17
6837,2017,7,villeneuve,max_verstappen,1997-09-30,Dutch,red_bull,5,,Electrical,0.0,18
6838,2017,7,villeneuve,massa,1981-04-25,Brazilian,williams,7,,Collision,0.0,19
6839,2017,7,villeneuve,sainz,1994-09-01,Spanish,toro_rosso,13,,Collision,0.0,20
6840,2017,8,BAK,ricciardo,1989-07-01,Australian,red_bull,10,7435573.0,Finished,25.0,1
6841,2017,8,BAK,bottas,1989-08-28,Finnish,mercedes,2,7439477.0,Finished,18.0,2
6842,2017,8,BAK,stroll,1998-10-29,Canadian,williams,8,7439582.0,Finished,15.0,3
6843,2017,8,BAK,vettel,1987-07-03,German,ferrari,4,7441549.0,Finished,12.0,4
6844,2017,8,BAK,hamilton,1985-01-07,British,mercedes,1,7441761.0,Finished,10.0,5
6845,2017,8,BAK,ocon,1996-09-17,French,force_india,7,7465871.0,Finished,8.0,6
6846,2017,8,BAK,kevin_magnussen,1992-10-05,Danish,haas,12,7477326.0,Finished,6.0,7
6847,2017,8,BAK,sainz,1994-09-01,Spanish,toro_rosso,15,7484973.0,Finished,4.0,8
6848,2017,8,BAK,alonso,1981-07-29,Spanish,mclaren,19,7495124.0,Finished,2.0,9
6849,2017,8,BAK,wehrlein,1994-10-18,German,sauber,14,7524666.0,Finished,1.0,10
6850,2017,8,BAK,ericsson,1990-09-02,Swedish,sauber,17,7527367.0,Finished,0.0,11
6851,2017,8,BAK,vandoorne,1992-03-26,Belgian,mclaren,18,7527733.0,Finished,0.0,12
6852,2017,8,BAK,grosjean,1986-04-17,French,haas,16,,+1 Lap,0.0,13
6853,2017,8,BAK,raikkonen,1979-10-17,Finnish,ferrari,3,,Water pressure,0.0,14
6854,2017,8,BAK,perez,1990-01-26,Mexican,force_india,6,,Seat,0.0,15
6855,2017,8,BAK,massa,1981-04-25,Brazilian,williams,9,,Suspension,0.0,16
6856,2017,8,BAK,hulkenberg,1987-08-19,German,renault,13,,Accident,0.0,17
6857,2017,8,BAK,max_verstappen,1997-09-30,Dutch,red_bull,5,,Oil pressure,0.0,18
6858,2017,8,BAK,kvyat,1994-04-26,Russian,toro_rosso,11,,Battery,0.0,19
6859,2017,8,BAK,jolyon_palmer,1991-01-20,British,renault,20,,Power Unit,0.0,20
6860,2017,9,red_bull_ring,bottas,1989-08-28,Finnish,mercedes,1,4908523.0,Finished,25.0,1
6861,2017,9,red_bull_ring,vettel,1987-07-03,German,ferrari,2,4909181.0,Finished,18.0,2
6862,2017,9,red_bull_ring,ricciardo,1989-07-01,Australian,red_bull,4,4914535.0,Finished,15.0,3
6863,2017,9,red_bull_ring,hamilton,1985-01-07,British,mercedes,8,4915953.0,Finished,12.0,4
6864,2017,9,red_bull_ring,raikkonen,1979-10-17,Finnish,ferrari,3,4928893.0,Finished,10.0,5
6865,2017,9,red_bull_ring,grosjean,1986-04-17,French,haas,6,4981683.0,Finished,8.0,6
